CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,3,-,-,-,-,-,780,"2,971.80","3,057.80",780,"21,050.00","3,965",0.25,0.45,"1,820",-0.40,0.30,83.99,952,9,539,
,4,-,-,-,-,-,780,"2,925.85","3,023.15",65,"21,100.00","98,800",0.25,0.30,"1,23,110",-0.45,0.30,82.62,"8,548","-2,094","3,617",
,4,-,-,-,-,-,780,"2,878.10","2,954.05",780,"21,150.00","1,365",0.35,0.45,"2,275",-0.25,0.40,83.28,"1,062",130,492,
,4,-,-,-,-,-,780,"2,818.25","2,917.75","1,755","21,200.00","99,580",0.35,0.40,"24,505",-0.45,0.35,80.95,"10,929","-1,976","2,773",
,4,-,-,-,-,-,780,"2,779.85","2,867.45","1,755","21,250.00","17,095",0.30,0.40,"6,500",-0.40,0.35,79.58,"2,512",-373,"1,101",
,4,-,-,54.25,-,-,780,"2,736.20","2,804.35",780,"21,300.00","1,24,280",0.30,0.35,"41,795",-0.50,0.35,78.20,"14,186","-5,076","3,526",
,5,-,-,170.74,-,-,780,"2,672.85","2,775.60","1,755","21,350.00",260,0.25,0.45,"1,950",-0.35,0.45,78.54,496,-6,571,
,5,-,-,-,-,-,780,"2,624.00","2,696.05",65,"21,400.00","62,140",0.30,0.35,"32,175",-0.50,0.35,75.46,"10,596","-2,861","2,745",
,6,-,-,168.93,-,-,780,"2,572.45","2,633.20",65,"21,450.00","27,365",0.35,0.40,"6,695",-0.50,0.35,74.75,"2,093",-130,"1,466",
,182,-6,7,-,"2,566.40",19.95,65,"2,576.85","2,585.70",455,"21,500.00","4,54,350",0.30,0.35,"1,56,585",-0.55,0.30,72.72,"78,348","-18,680","20,572",
,1,-,-,109.35,-,-,780,"2,469.30","2,563.05",780,"21,550.00","28,665",0.35,0.40,"4,225",-0.40,0.40,72.20,"2,420",-102,"1,748",
,3,-,-,-,-,-,780,"2,422.65","2,495.15",65,"21,600.00","82,680",0.30,0.35,"83,395",-0.50,0.35,69.99,"12,891","-1,604","3,818",
,2,-,-,38.18,-,-,780,"2,392.80","2,451.65",780,"21,650.00","32,890",0.40,0.45,"10,140",-0.40,0.45,70.18,"2,861",304,"1,781",
,3,-,-,-,-,-,780,"2,345.45","2,401.45",780,"21,700.00","38,805",0.35,0.40,"48,425",-0.50,0.35,67.27,"7,490","-1,856","4,298",
,2,-,-,-,-,-,780,"2,291.05","2,343.65",65,"21,750.00","20,670",0.40,0.45,"2,145",-0.50,0.45,67.41,"3,203",395,"1,238",
,41,-,-,-,-,-,65,"2,248.75","2,294.35",65,"21,800.00","1,55,935",0.35,0.40,"1,71,405",-0.45,0.40,64.54,"14,084","-3,879","8,732",
,3,-,-,23.67,-,-,780,"2,186.65","2,250.70",780,"21,850.00","25,220",0.45,0.50,"23,985",-0.50,0.45,64.64,"3,456",-158,"1,813",
,5,-,1,-,"2,125.00",23.05,65,"2,171.25","2,179.50",130,"21,900.00","54,990",0.40,0.45,"75,530",-0.55,0.40,62.57,"6,586",-614,"4,028",
,4,-,-,-,-,-,780,"2,084.05","2,168.55","1,755","21,950.00","41,210",0.45,0.50,"4,095",-0.45,0.55,61.87,"4,340",131,"2,116",
,"4,983",-458,"1,003",-,"2,076.05",23.15,65,"2,077.05","2,081.60",65,"22,000.00","8,17,635",0.45,0.50,"7,31,250",-0.55,0.45,60.48,"87,947","-25,807","47,238",
,14,-,-,34.37,-,-,65,"2,005.90","2,047.85",65,"22,050.00","67,730",0.50,0.55,"22,815",-0.45,0.55,59.69,"7,086",-499,"3,836",
,17,-,-,-,-,-,780,"1,952.15","1,993.15",65,"22,100.00","2,50,575",0.50,0.55,"1,44,950",-0.55,0.55,58.30,"18,947","-5,721","13,759",
,3,-,-,-,-,-,65,"1,896.65","1,953.15",780,"22,150.00","95,810",0.50,0.55,"53,040",-0.60,0.50,56.90,"11,272","-1,724","3,706",
,29,-1,7,-,"1,879.55",82.95,65,"1,875.05","1,912.85",65,"22,200.00","1,21,875",0.55,0.60,"2,38,030",-0.60,0.60,56.50,"44,203","-14,699","14,828",
,6,-,-,-,-,-,780,"1,802.55","1,843.80",65,"22,250.00","1,27,725",0.55,0.60,"28,600",-0.70,0.55,54.62,"8,715","-1,534","5,751",
,32,-2,3,-,"1,765.00",10.55,65,"1,775.80","1,789.60",65,"22,300.00","1,44,560",0.55,0.60,"2,21,130",-0.70,0.55,53.68,"18,205","-6,405","10,081",
,8,-,-,-,-,-,780,"1,705.60","1,743.20",65,"22,350.00","92,300",0.55,0.60,"78,260",-0.70,0.60,51.81,"11,942",-666,"4,322",
,216,-1,6,-,"1,656.00",2.70,65,"1,669.90","1,710.25",780,"22,400.00","2,47,130",0.60,0.65,"2,32,180",-0.75,0.60,51.26,"41,653","-3,433","11,967",
,8,-,3,-,"1,570.50",-126.55,65,"1,568.85","1,635.35",130,"22,450.00","65,715",0.60,0.65,"1,040",-0.80,0.65,49.84,"9,916",-810,"3,809",
,"3,446",-89,290,-,"1,578.00",13.10,65,"1,578.40","1,581.90",65,"22,500.00","13,17,355",0.60,0.65,"10,70,810",-0.80,0.65,48.42,"2,48,727","-45,833","80,501",
,22,-,1,-,"1,500.45",48.45,65,"1,523.15","1,539.25",65,"22,550.00","2,07,480",0.60,0.65,"1,48,915",-0.90,0.65,46.99,"44,794","2,570","10,222",
,101,-1,2,-,"1,469.50",7.55,65,"1,476.40","1,486.10",65,"22,600.00","7,94,495",0.60,0.65,"1,97,665",-1.05,0.60,45.19,"73,220","1,426","19,687",
,24,-,-,-,-,-,65,"1,421.35","1,433.80",65,"22,650.00","1,63,215",0.65,0.70,"61,750",-1.00,0.70,43.55,"34,017","-1,664","8,231",
,236,-23,118,-,"1,370.00",19.95,65,"1,375.40","1,382.90",65,"22,700.00","5,67,840",0.70,0.75,"4,09,565",-1.05,0.70,43.05,"1,24,083","-14,221","23,561",
,34,-,1,-,"1,240.00",-63.05,65,"1,324.00","1,330.90",65,"22,750.00","2,99,780",0.70,0.75,"28,340",-1.10,0.75,41.92,"46,256","2,799","13,031",
,590,-39,118,-,"1,269.40",11.35,65,"1,277.85","1,281.70",65,"22,800.00","9,88,520",0.70,0.75,"14,47,810",-1.15,0.75,40.18,"1,47,287","-11,925","36,283",
,84,-,-,50.57,-,-,65,"1,221.20","1,231.10",65,"22,850.00","4,99,850",0.75,0.80,"3,69,655",-1.25,0.75,39.31,"68,307",869,"20,904",
,487,-12,20,-,"1,161.00",11.00,65,"1,174.85","1,181.60",130,"22,900.00","10,66,845",0.75,0.80,"11,01,555",-1.30,0.75,37.85,"1,88,152","-12,219","45,286",
,281,-6,10,-,"1,066.55",-51.80,65,"1,124.15","1,131.40",65,"22,950.00","5,84,675",0.75,0.80,"2,85,090",-1.45,0.75,36.39,"79,828","5,930","23,191",
,"9,898","-1,078","2,768",-,"1,073.25",-8.70,65,"1,078.15","1,081.40",65,"23,000.00","23,64,960",0.80,0.85,"23,25,245",-1.50,0.80,35.17,"7,65,267","27,728","2,18,598",
,374,-5,28,-,"1,027.70",13.20,65,"1,024.95","1,031.40",65,"23,050.00","5,30,985",0.85,0.90,"5,16,620",-1.60,0.85,33.92,"87,291","5,054","25,863",
,915,-607,957,-,971.70,16.25,65,976.05,981.10,65,"23,100.00","16,67,835",0.85,0.90,"10,67,105",-1.80,0.85,32.21,"2,80,543","-22,250","54,595",
,476,-5,31,-,930.00,15.35,65,926.15,931.25,130,"23,150.00","15,39,330",0.85,0.90,"7,77,335",-1.90,0.85,30.73,"1,54,683","6,247","46,898",
,"2,662",-225,994,-,878.30,15.10,65,878.10,880.00,65,"23,200.00","22,36,845",0.95,1.00,"21,16,985",-1.95,1.00,29.82,"4,03,208","25,984","1,11,912",
,477,-19,133,-,814.10,6.75,130,827.15,832.90,195,"23,250.00","9,11,040",1.00,1.05,"3,82,395",-2.10,1.00,28.31,"1,93,458","2,849","38,592",
,"4,675",-275,"1,094",-,776.00,16.75,130,777.15,779.95,65,"23,300.00","16,27,860",1.05,1.10,"14,19,145",-2.10,1.10,26.96,"5,38,774","43,403","1,28,710",
,"1,899",-34,346,-,716.05,7.30,260,727.00,731.35,65,"23,350.00","5,79,865",1.15,1.20,"5,35,015",-2.35,1.15,25.72,"2,78,962","22,111","66,171",
,"12,637",-683,"1,910",-,675.50,11.95,130,678.65,680.85,65,"23,400.00","11,12,800",1.15,1.20,"17,61,695",-2.75,1.20,24.03,"6,66,891","43,160","1,50,917",
,"3,189",-144,889,-,620.85,9.65,260,626.50,629.65,195,"23,450.00","9,07,920",1.20,1.25,"11,90,995",-3.15,1.25,22.61,"4,84,454","17,079","69,538",
,"30,513","-1,755","14,879",-,579.00,14.55,260,578.50,580.00,65,"23,500.00","15,19,960",1.20,1.25,"19,40,900",-3.55,1.25,21.27,"11,35,046","83,255","2,68,859",
,"2,862",-278,"2,233",-,526.45,11.15,260,527.90,530.30,130,"23,550.00","9,11,235",1.35,1.40,"10,88,555",-3.95,1.35,19.89,"4,95,724","52,021","1,01,171",
,"17,358","-2,775","14,403",-,476.50,18.20,65,477.95,478.00,845,"23,600.00","15,30,100",1.40,1.45,"16,95,590",-4.85,1.40,18.27,"7,79,047","48,812","1,64,862",
,"7,680",-489,"7,141",-,423.20,9.85,455,427.55,429.15,195,"23,650.00","13,34,255",1.50,1.55,"11,13,905",-5.85,1.55,16.81,"5,51,685","43,967","92,415",
,"25,474","-8,107","58,617",-,378.45,16.10,195,378.60,379.00,715,"23,700.00","21,36,485",1.65,1.70,"8,69,440",-7.45,1.70,15.53,"12,24,379","57,552","1,84,020",
,"7,672","-1,088","30,806",-,329.20,10.65,65,329.10,330.00,715,"23,750.00","9,54,460",2.00,2.05,"40,820",-9.75,2.00,14.18,"9,81,103","74,836","1,29,949",
,"33,290","-5,050","2,18,343",-,279.85,10.55,130,279.70,279.90,390,"23,800.00","13,50,830",2.45,2.50,"5,79,605",-13.15,2.45,12.86,"19,18,225","96,516","2,19,573",
,"10,916","1,290","2,01,178",-,230.50,6.40,130,230.75,231.00,650,"23,850.00","1,28,570",3.30,3.35,"18,330",-18.15,3.35,11.64,"18,42,701","1,01,365","1,63,274",
,"55,326","13,584","10,02,939",-,183.00,-1.45,585,182.70,183.00,"6,825","23,900.00","54,145",5.50,5.55,"1,12,580",-24.70,5.50,11.03,"36,41,942","2,32,568","3,66,355",
,"51,948","25,277","14,62,710",-,137.00,-9.70,910,136.75,137.00,"3,900","23,950.00","33,735",9.10,9.15,"29,120",-32.95,9.10,10.33,"38,27,250","2,55,978","3,66,213",
,"2,50,801","98,839","51,84,943",6.19,94.75,-20.55,"3,055",94.75,95.00,"82,355","24,000.00","96,135",17.00,17.05,"6,435",-41.95,17.00,9.97,"68,70,772","4,55,648","6,55,321",
,"2,21,434","1,70,827","52,92,979",7.04,58.40,-28.70,"1,300",58.40,58.55,325,"24,050.00","86,905",31.00,31.05,"10,855",-49.60,31.05,9.74,"39,81,717","3,45,161","3,87,609",
,"3,77,716","3,05,254","60,28,911",7.60,33.30,-31.50,"1,040",33.30,33.40,"6,890","24,100.00","48,035",56.00,56.10,260,-50.65,56.00,10.29,"26,49,524","1,78,103","2,13,944",
,"2,23,980","1,82,401","34,06,781",8.36,17.05,-29.95,"23,595",17.00,17.10,"12,935","24,150.00",260,90.05,90.20,325,-48.55,90.05,11.11,"6,36,160","41,930","52,088",
,"3,17,402","1,99,615","39,55,711",8.51,8.50,-24.80,"74,555",8.50,8.55,"6,630","24,200.00",65,132.15,132.40,520,-42.20,132.20,12.57,"5,35,901","26,855","48,140",
,"1,38,227","98,489","19,37,868",9.07,4.20,-19.35,"1,33,770",4.15,4.20,"30,290","24,250.00",260,177.45,177.90,195,-36.30,177.95,14.25,"1,00,121","6,782","10,406",
,"1,97,044","73,832","25,74,946",9.85,2.30,-14.05,"6,41,940",2.25,2.30,"31,265","24,300.00",455,225.50,226.10,65,-31.75,226.00,16.53,"1,04,975","12,895","25,661",
,"87,280","50,954","16,08,154",10.66,1.30,-10.70,"6,61,960",1.30,1.35,"7,22,930","24,350.00",65,275.45,276.25,65,-30.95,275.55,18.88,"15,367","1,788","3,325",
,"1,67,010","21,193","10,75,901",11.93,1.05,-8.10,"29,89,155",1.00,1.05,"22,38,470","24,400.00",130,324.20,325.15,65,-27.15,325.35,20.98,"19,772","2,448","9,857",
,"46,035","6,977","3,84,123",13.22,0.90,-5.95,"11,79,490",0.85,0.90,"16,46,255","24,450.00",130,373.20,374.70,390,-23.75,375.80,21.69,"2,256",483,"1,331",
,"2,23,374","51,535","9,43,580",14.52,0.80,-4.70,"35,32,100",0.75,0.80,"26,74,750","24,500.00",130,424.00,425.25,130,-24.85,423.65,25.92,"15,477","-1,323","24,195",
,"47,966","18,788","3,45,842",15.88,0.70,-3.55,"14,27,140",0.70,0.75,"3,98,385","24,550.00",65,472.10,474.60,195,-27.10,472.55,27.66,644,195,571,
,"1,00,720","38,084","4,83,240",17.03,0.70,-2.70,"19,31,345",0.65,0.70,"15,62,210","24,600.00",130,523.60,525.25,195,-15.95,524.30,31.39,"8,554","-1,697","10,739",
,"48,645","20,988","2,46,371",18.46,0.60,-2.30,"15,16,255",0.60,0.65,"20,62,905","24,650.00",65,574.20,577.25,65,-7.95,583.20,33.88,"1,416",534,843,
,"79,454","18,584","3,55,001",19.68,0.55,-1.80,"20,60,305",0.55,0.60,"31,11,095","24,700.00",195,623.70,626.70,65,-7.55,628.00,33.37,"1,575",-520,"1,575",
,"39,371","11,185","2,00,506",21.27,0.60,-1.35,"8,30,700",0.60,0.65,"4,38,360","24,750.00",65,673.10,677.30,130,-19.95,681.60,37.36,81,10,246,
,"83,940","21,505","2,58,154",22.44,0.60,-1.15,"20,53,415",0.55,0.60,"13,62,140","24,800.00",65,724.30,727.55,65,-9.20,726.35,38.00,726,-148,"2,255",
,"20,372","3,274","99,267",23.57,0.50,-1.00,"12,36,690",0.50,0.55,"2,18,790","24,850.00",65,773.10,777.20,130,-18.90,782.05,41.73,155,1,182,
,"40,950","3,902","1,61,702",24.91,0.55,-0.85,"10,76,465",0.50,0.55,"15,88,080","24,900.00",195,823.60,826.65,65,-21.80,824.25,41.61,235,-67,886,
,"24,024","7,344","97,447",25.97,0.50,-0.75,"4,70,535",0.50,0.55,"7,05,965","24,950.00",65,873.45,879.10,65,-14.00,882.65,46.12,26,-2,81,
,"1,81,943","-5,468","4,82,900",27.56,0.55,-0.70,"21,80,100",0.50,0.55,"33,11,620","25,000.00",455,925.00,926.85,130,-23.80,925.00,45.76,"4,617","-1,088","11,982",
,"21,895","5,102","59,199",28.58,0.45,-0.65,"5,06,610",0.45,0.50,"2,70,920","25,050.00",65,973.55,979.70,65,-243.55,986.45,52.26,27,7,39,
,"31,990","-6,469","89,601",29.88,0.50,-0.55,"8,73,860",0.45,0.50,"13,63,635","25,100.00",65,"1,021.25","1,028.45",260,-32.60,"1,031.00",54.43,57,-34,679,
,"14,988","-3,167","34,552",31.16,0.45,-0.55,"3,09,010",0.45,0.50,"72,865","25,150.00",65,"1,064.20","1,089.15",65,-55.95,"1,098.70",62.53,4,1,9,
,"43,312","-9,569","97,515",31.93,0.45,-0.50,"13,94,315",0.40,0.45,"5,09,795","25,200.00",65,"1,125.05","1,129.55",260,-18.10,"1,133.20",56.26,75,-33,504,
,"15,012","-1,191","28,829",33.34,0.45,-0.45,"2,82,425",0.40,0.45,"1,72,510","25,250.00",65,"1,163.75","1,180.15",65,-81.10,"1,200.15",67.42,4,1,25,
,"29,740","-7,282","71,398",34.59,0.40,-0.50,"7,87,930",0.40,0.45,"2,56,035","25,300.00",65,"1,224.75","1,230.25",130,-33.50,"1,229.70",57.64,233,-91,365,
,"5,161","-1,592","9,662",35.84,0.45,-0.35,"97,240",0.40,0.45,"65,585","25,350.00",65,"1,263.75","1,289.25",65,-71.35,"1,300.00",71.49,3,-,5,
,"13,605","-3,757","15,401",36.64,0.40,-0.35,"7,69,340",0.35,0.40,"2,40,500","25,400.00",65,"1,326.25","1,329.95",65,-31.20,"1,334.30",64.57,42,-9,120,
,"6,618",-272,"5,408",38.30,0.40,-0.40,"88,530",0.40,0.45,"27,495","25,450.00",65,"1,332.85","1,395.10",780,-,-,64.45,-,-,7,
,"80,959","-12,708","1,07,378",38.58,0.40,-0.35,"17,56,885",0.35,0.40,"13,55,835","25,500.00",65,"1,424.55","1,428.85",195,-19.15,"1,433.70",69.44,"1,320",-97,"9,387",
,"4,070",443,"18,181",40.28,0.40,-0.30,"1,24,605",0.35,0.40,"11,375","25,550.00",65,"1,463.10","1,492.95",65,-70.00,"1,500.00",79.57,5,-1,12,
,"11,273","-2,132","17,612",40.96,0.40,-0.25,"2,02,280",0.35,0.40,"2,02,085","25,600.00",130,"1,519.40","1,530.40",130,-34.40,"1,528.00",67.01,80,-52,103,
,"1,945",-442,"2,660",43.16,0.45,-0.25,"25,805",0.40,0.45,"7,930","25,650.00",65,"1,540.70","1,590.70",65,-81.55,"1,576.45",67.61,4,-2,5,
,"5,586","-1,136","8,301",43.32,0.35,-0.25,"1,71,470",0.30,0.35,"1,03,610","25,700.00",65,"1,621.25","1,629.85",65,-26.55,"1,632.95",71.49,54,-33,69,
,"1,403",-174,"1,380",45.05,0.40,-0.25,"45,240",0.35,0.40,"7,995","25,750.00",65,"1,631.85","1,695.55",780,-,-,119.12,-,-,11,
,"5,765","-2,762","15,778",45.66,0.35,-0.25,"1,54,440",0.35,0.40,"3,29,420","25,800.00",780,"1,686.20","1,730.25",65,-38.45,"1,729.00",74.81,59,-34,92,
,"2,904",277,"4,857",47.41,0.40,-0.30,"77,805",0.40,0.45,"31,460","25,850.00",65,"1,762.80","1,795.65",65,-,-,94.52,-,-,20,
,"4,141",-407,"8,485",47.98,0.35,-0.25,"74,165",0.35,0.40,"86,450","25,900.00",65,"1,812.20","1,833.50",65,21.85,"1,851.00",93.75,11,-4,34,
,"1,588",-50,"2,567",49.74,0.40,-0.15,"40,300",0.35,0.40,"7,280","25,950.00",65,"1,857.25","1,897.10",65,-,-,111.09,-,-,10,
,"42,765","-3,272","41,351",50.90,0.40,-0.20,"7,25,335",0.35,0.40,"7,40,805","26,000.00",65,"1,928.75","1,929.80",65,-27.10,"1,929.00",85.97,"2,654",-69,"11,814",
,"1,352",595,"1,827",52.05,0.40,-0.15,"18,200",0.35,0.40,"3,770","26,050.00",65,"1,957.95","1,997.15",780,-,-,110.28,-,-,11,
,"1,846",198,"4,284",53.20,0.40,-0.20,"82,225",0.35,0.40,"15,665","26,100.00",65,"2,027.65","2,030.50",130,-23.55,"2,026.00",81.81,17,-5,85,
,"1,524",604,"3,387",54.35,0.40,-0.15,"26,455",0.40,0.45,"5,200","26,150.00",65,"2,052.15","2,122.35","1,755",-,-,15.48,-,-,8,
,"4,157","-1,140","10,951",54.08,0.30,-0.25,"59,605",0.30,0.35,"45,435","26,200.00",65,"2,121.75","2,132.90",65,-0.10,"2,137.70",91.72,166,-5,832,
,449,70,550,55.95,0.35,-0.10,"2,080",0.35,0.45,65,"26,250.00",780,"2,148.40","2,200.95",780,-,-,13.40,-,-,4,
,"1,889",-526,"4,251",57.76,0.40,-0.10,"24,635",0.40,0.45,"26,130","26,300.00",65,"2,208.35","2,233.45",65,45.85,"2,243.70",103.80,89,-66,223,
,816,433,"7,085",58.19,0.35,-0.05,"6,045",0.35,0.40,"10,010","26,350.00",65,"2,258.40","2,297.15",65,-264.35,"2,290.00",102.83,2,-1,13,
,"1,007",-24,"2,303",59.52,0.30,-0.20,"14,690",0.30,0.35,"17,875","26,400.00",65,"2,282.25","2,362.60",65,-36.55,"2,321.00",84.48,6,-4,117,
,"1,057",302,"1,280",60.41,0.35,-0.10,"12,220",0.35,0.40,"1,235","26,450.00",65,"2,351.65","2,392.30",65,-,-,-,-,-,4,
,"11,884","-1,156","9,934",60.70,0.30,-0.10,"2,41,085",0.25,0.30,"1,17,975","26,500.00",65,"2,428.90","2,431.75",65,-18.40,"2,435.00",103.49,410,-,"3,200",
,534,187,760,63.36,0.35,-0.05,"3,640",0.30,0.40,520,"26,550.00",65,"2,431.55","2,543.10",65,-,-,-,-,-,4,
,791,-422,"2,332",64.47,0.40,0.05,"6,435",0.35,0.40,"3,510","26,600.00",65,"2,504.45","2,547.50",780,-104.00,"2,530.00",102.22,26,-2,24,
,737,10,"1,220",64.81,0.35,-,"4,680",0.30,0.35,65,"26,650.00",780,"2,532.90","2,626.10",780,-,-,-,-,-,2,
,"1,181",108,"2,307",65.90,0.35,-,"33,670",0.30,0.35,"9,360","26,700.00",65,"2,625.10","2,629.35",65,-109.25,"2,626.25",101.04,8,-1,41,
,274,47,377,66.11,0.30,-0.05,"4,680",0.30,0.35,"7,735","26,750.00",780,"2,557.30","2,722.60",780,-,-,-,-,-,2,
,772,-110,"1,106",67.18,0.30,-0.05,"3,250",0.30,0.35,455,"26,800.00",65,"2,706.65","2,773.75",65,19.15,"2,735.55",114.16,29,-19,39,
,586,-119,"1,090",68.25,0.30,-0.10,"2,600",0.30,0.35,975,"26,850.00",780,"2,729.70","2,828.20",780,-,-,-,-,-,3,
,711,-70,"1,431",69.31,0.30,-0.05,"4,290",0.25,0.35,390,"26,900.00",65,"2,772.50","2,881.10",780,-,-,50.69,-,-,2,
,680,-58,864,71.30,0.35,-0.10,"1,690",0.30,0.45,"2,145","26,950.00",65,"2,850.40","2,928.00",780,-,-,-,-,-,1,
,"14,452",957,"14,398",70.36,0.25,-0.15,"4,86,330",0.20,0.25,"75,660","27,000.00",130,"2,933.00","2,933.50",65,-23.50,"2,933.00",120.07,723,-293,"4,512",
,688,-6,839,72.49,0.30,-0.10,65,0.35,0.40,"2,730","27,050.00",780,"2,860.65","3,042.65",780,-,-,-,-,-,1,
,"1,284",191,"2,122",73.54,0.30,-0.10,"5,330",0.25,0.35,"8,320","27,100.00",65,"3,003.75","3,047.50",65,5.00,"3,080.00",154.70,1,-,43,
,630,49,499,74.59,0.30,-0.10,"1,300",0.30,0.40,"1,820","27,150.00",780,"3,037.10","3,135.20",780,-,-,-,-,-,1,
,"3,464",1,"4,195",74.51,0.25,-0.10,"83,720",0.25,0.30,"20,930","27,200.00","1,105","3,085.20","3,139.20",65,-26.70,"3,131.50",120.93,36,-12,73,
,"3,481","-1,368","8,338",75.54,0.30,-0.20,"75,790",0.25,0.30,"14,105","27,250.00",780,"3,023.15","3,200.30",65,-,-,-,-,-,96,
