CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,4,-,-,54.25,-,-,65,"2,738.35","2,823.55","1,755","21,300.00","55,250",0.30,0.35,"11,570",-0.55,0.30,76.99,"13,416","-4,779","3,823",
,5,-,-,170.74,-,-,65,"2,664.75","2,761.10",65,"21,350.00",195,0.25,0.40,"2,730",-0.50,0.30,75.63,482,-6,571,
,5,-,-,-,-,-,65,"2,623.10","2,696.35",65,"21,400.00","64,285",0.30,0.35,"41,470",-0.55,0.30,73.15,"10,376","-2,801","2,805",
,6,-,-,168.93,-,-,65,"2,563.05","2,709.95","1,755","21,450.00","24,570",0.35,0.40,"10,985",-0.50,0.35,73.90,"2,071",-126,"1,470",
,183,-5,6,-,"2,565.00",18.55,65,"2,580.25","2,589.90",65,"21,500.00","4,35,240",0.30,0.35,"77,090",-0.50,0.35,70.48,"77,649","-18,866","20,386",
,1,-,-,109.35,-,-,65,"2,468.25","2,563.55",65,"21,550.00","27,885",0.35,0.40,"10,790",-0.45,0.35,70.22,"2,405",-66,"1,784",
,3,-,-,-,-,-,65,"2,414.60","2,495.30",65,"21,600.00","66,755",0.35,0.40,"32,760",-0.50,0.35,67.82,"12,532","-1,586","3,836",
,2,-,-,38.18,-,-,65,"2,391.10","2,473.90","1,755","21,650.00","24,700",0.35,0.40,"3,380",-0.50,0.35,67.52,"2,783",198,"1,675",
,3,-,-,-,-,-,65,"2,339.45","2,430.45","1,755","21,700.00","33,150",0.35,0.40,"73,710",-0.45,0.40,67.07,"7,323","-1,829","4,325",
,2,-,-,-,-,-,65,"2,288.35","2,344.35",65,"21,750.00","20,605",0.40,0.45,"3,705",-0.50,0.45,66.50,"3,109",392,"1,235",
,41,-,-,-,-,-,65,"2,241.85","2,331.80",325,"21,800.00","75,140",0.40,0.45,"22,100",-0.45,0.40,64.35,"12,425","-3,545","9,066",
,3,-,-,23.67,-,-,65,"2,192.30","2,268.80","1,755","21,850.00","25,480",0.45,0.50,"23,725",-0.45,0.50,63.75,"3,450",-158,"1,813",
,5,-,1,-,"2,125.00",23.05,65,"2,176.40","2,207.65",65,"21,900.00","70,785",0.45,0.50,"83,785",-0.45,0.50,61.63,"6,455",-605,"4,037",
,4,-,-,-,-,-,65,"2,082.85","2,143.05",65,"21,950.00","12,675",0.50,0.55,"39,520",-0.50,0.50,61.00,"4,201",117,"2,102",
,"5,028",-413,934,-,"2,078.05",25.15,65,"2,080.95","2,086.15",130,"22,000.00","8,86,470",0.45,0.50,"6,22,765",-0.50,0.50,58.92,"84,850","-25,057","47,988",
,14,-,-,34.37,-,-,65,"1,999.50","2,061.40",65,"22,050.00","26,000",0.50,0.55,"41,730",-0.50,0.50,59.49,"6,398",-658,"3,677",
,17,-,-,-,-,-,65,"1,946.45","2,020.85",715,"22,100.00","2,26,850",0.50,0.55,"1,59,445",-0.55,0.55,58.09,"18,607","-5,376","14,104",
,3,-,-,-,-,-,65,"1,894.10","1,975.80",650,"22,150.00","56,485",0.50,0.55,"7,345",-0.60,0.50,56.70,"10,533","-1,634","3,796",
,29,-1,5,-,"1,874.00",77.40,65,"1,841.60","1,902.65",65,"22,200.00","2,70,400",0.55,0.60,"1,77,710",-0.65,0.55,55.82,"42,687","-14,990","14,537",
,6,-,-,-,-,-,65,"1,796.20","1,880.05","1,755","22,250.00","88,920",0.55,0.60,"23,270",-0.65,0.60,53.91,"8,358","-1,567","5,718",
,32,-2,3,-,"1,765.00",10.55,65,"1,777.35","1,807.10",65,"22,300.00","2,18,725",0.55,0.60,"1,39,555",-0.70,0.55,52.52,"16,963","-6,053","10,433",
,8,-,-,-,-,-,65,"1,699.35","1,772.35",650,"22,350.00","44,980",0.55,0.60,"52,975",-0.75,0.55,50.61,"10,447",-663,"4,325",
,216,-1,6,-,"1,656.00",2.70,130,"1,676.80","1,707.40",65,"22,400.00","3,00,235",0.55,0.60,"1,11,085",-0.80,0.55,49.74,"38,944","-3,319","12,081",
,8,-,3,-,"1,570.50",-126.55,65,"1,595.15","1,660.20",65,"22,450.00","44,525",0.60,0.65,"40,950",-0.85,0.60,48.80,"9,562",-866,"3,753",
,"3,452",-83,213,-,"1,590.20",25.30,65,"1,580.95","1,585.95",130,"22,500.00","10,92,910",0.60,0.65,"6,90,950",-0.85,0.60,47.81,"2,34,703","-46,020","80,314",
,22,-,1,-,"1,500.45",48.45,65,"1,527.45","1,579.20","1,755","22,550.00","67,080",0.65,0.70,"1,41,570",-0.90,0.65,46.40,"34,795",99,"7,751",
,101,-1,2,-,"1,469.50",7.55,65,"1,472.65","1,502.80",65,"22,600.00","3,32,475",0.70,0.75,"2,94,710",-0.90,0.75,44.98,"51,060","-2,439","15,822",
,24,-,-,-,-,-,65,"1,424.50","1,434.75",65,"22,650.00","1,19,080",0.60,0.65,"1,11,865",-1.05,0.65,43.18,"27,729","-1,869","8,026",
,236,-23,116,-,"1,370.00",19.95,65,"1,377.45","1,387.10",65,"22,700.00","2,87,235",0.65,0.70,"4,65,010",-1.10,0.65,42.15,"1,16,761","-14,459","23,323",
,34,-,1,-,"1,240.00",-63.05,130,"1,325.75","1,337.00",65,"22,750.00","1,87,590",0.75,0.80,"1,85,510",-1.10,0.75,40.73,"41,160","1,921","12,153",
,591,-38,117,-,"1,281.90",23.85,65,"1,277.95","1,285.55",65,"22,800.00","14,50,605",0.70,0.75,"9,76,430",-1.20,0.70,39.31,"1,30,204","-13,158","35,050",
,84,-,-,50.57,-,-,65,"1,224.55","1,243.80",65,"22,850.00","4,26,985",0.75,0.80,"4,31,925",-1.25,0.75,38.22,"64,384",453,"20,488",
,487,-12,20,-,"1,161.00",11.00,65,"1,178.55","1,184.90",130,"22,900.00","18,73,755",0.75,0.80,"11,15,400",-1.25,0.80,36.78,"1,74,649","-11,472","46,033",
,281,-6,10,-,"1,066.55",-51.80,130,"1,123.80","1,136.30",65,"22,950.00","6,69,500",0.75,0.80,"4,45,770",-1.40,0.80,35.64,"75,267","5,699","22,960",
,"9,951","-1,025","2,568",-,"1,082.00",0.05,65,"1,080.20","1,083.90",65,"23,000.00","20,60,890",0.75,0.80,"20,48,215",-1.50,0.80,34.19,"7,08,705","15,624","2,06,494",
,375,-4,27,-,"1,002.85",-11.65,65,"1,026.95","1,034.85",130,"23,050.00","5,72,910",0.85,0.90,"5,83,440",-1.55,0.90,33.47,"77,842","4,696","25,505",
,970,-552,882,-,984.95,29.50,130,979.40,984.75,65,"23,100.00","19,66,640",0.85,0.90,"10,28,820",-1.75,0.90,31.77,"2,54,671","-23,427","53,418",
,476,-5,29,-,905.75,-8.90,130,925.40,935.90,65,"23,150.00","8,42,790",0.90,0.95,"9,95,735",-1.85,0.90,30.29,"1,41,697","5,729","46,380",
,"2,668",-219,954,-,885.00,21.80,65,880.55,885.20,65,"23,200.00","18,45,870",0.95,1.00,"18,93,450",-2.00,0.95,29.22,"3,53,457","26,636","1,12,564",
,471,-25,121,-,805.00,-2.35,130,827.85,835.50,65,"23,250.00","8,58,650",1.00,1.05,"4,22,890",-2.10,1.00,27.90,"1,75,628","3,049","38,792",
,"4,666",-284,987,-,783.60,24.35,130,781.10,783.80,130,"23,300.00","8,67,880",1.05,1.10,"13,15,795",-2.15,1.05,26.21,"4,94,051","42,639","1,27,946",
,"1,901",-32,323,-,735.00,26.25,650,728.50,733.90,65,"23,350.00","10,93,170",1.10,1.15,"5,49,900",-2.35,1.15,25.03,"2,25,252","11,340","55,400",
,"12,698",-622,"1,726",-,688.40,24.85,260,680.80,683.65,195,"23,400.00","18,49,835",1.10,1.15,"17,31,860",-2.80,1.15,23.65,"6,01,640","37,677","1,45,434",
,"3,236",-97,733,-,634.80,23.60,455,628.05,632.25,65,"23,450.00","10,87,580",1.20,1.25,"10,28,170",-3.15,1.25,22.23,"4,55,391","20,866","73,325",
,"30,622","-1,646","13,646",-,582.40,17.95,390,581.05,582.45,65,"23,500.00","21,40,190",1.25,1.30,"18,05,440",-3.55,1.25,20.79,"10,09,927","81,862","2,67,466",
,"2,873",-267,"2,150",-,537.50,22.20,910,530.40,532.65,65,"23,550.00","10,50,790",1.30,1.35,"12,54,305",-3.95,1.35,19.54,"4,53,370","41,081","90,231",
,"17,727","-2,406","13,311",-,481.50,23.20,585,479.45,481.00,390,"23,600.00","13,33,540",1.40,1.45,"18,30,595",-4.85,1.40,17.92,"7,03,554","44,536","1,60,586",
,"7,685",-484,"6,587",-,432.45,19.10,195,431.05,432.55,585,"23,650.00","13,53,105",1.50,1.55,"10,89,725",-5.90,1.50,16.47,"4,84,736","36,112","84,560",
,"27,618","-5,963","55,176",-,381.90,19.55,195,380.85,381.95,130,"23,700.00","23,01,260",1.70,1.75,"12,220",-7.40,1.75,15.11,"11,43,169","51,746","1,78,214",
,"7,746","-1,014","28,581",-,331.35,12.80,65,331.65,332.35,390,"23,750.00","13,30,810",2.05,2.10,"70,525",-9.65,2.10,13.91,"8,90,911","64,479","1,19,592",
,"34,794","-3,546","1,97,839",-,283.30,14.00,130,282.55,283.25,260,"23,800.00","1,61,980",2.65,2.70,"9,06,880",-12.95,2.65,12.80,"17,24,026","98,941","2,21,998",
,"11,154","1,528","1,85,759",-,234.25,10.15,130,233.55,234.20,195,"23,850.00","41,275",3.75,3.80,"70,330",-17.75,3.75,11.90,"16,42,142","1,09,814","1,71,723",
,"56,624","14,882","9,05,908",-,185.50,1.05,325,185.60,186.05,130,"23,900.00","70,005",6.35,6.40,"35,750",-23.85,6.35,11.41,"32,41,186","2,41,976","3,75,763",
,"52,997","26,326","13,45,338",-,140.10,-6.60,455,140.20,140.55,195,"23,950.00","17,745",10.75,10.80,"11,505",-31.30,10.75,10.90,"32,97,716","2,54,638","3,64,873",
,"2,72,541","1,20,579","47,01,948",7.31,100.30,-15.00,"1,105",100.15,100.35,130,"24,000.00","2,665",19.60,19.65,"1,950",-39.30,19.65,10.77,"59,20,270","4,32,207","6,31,880",
,"2,35,514","1,84,907","45,66,603",7.76,64.05,-23.05,390,64.00,64.15,65,"24,050.00","4,940",34.45,34.60,"3,315",-46.20,34.45,10.68,"31,25,214","2,85,944","3,28,392",
,"3,27,888","2,55,426","49,18,429",8.44,38.70,-26.10,"1,105",38.70,38.85,"8,385","24,100.00","2,535",59.00,59.20,"2,470",-47.45,59.20,11.34,"20,31,672","1,44,156","1,79,997",
,"2,03,537","1,61,958","27,71,714",8.76,21.15,-25.85,"7,215",21.15,21.25,"8,385","24,150.00",65,91.70,91.85,585,-46.80,91.80,12.24,"4,88,131","33,534","43,692",
,"2,88,592","1,70,805","32,98,118",9.25,11.00,-22.30,"5,590",10.95,11.00,"24,960","24,200.00",260,131.80,132.10,260,-42.30,132.10,13.67,"4,39,236","25,100","46,385",
,"1,30,525","90,787","16,30,306",9.68,5.45,-18.10,"68,250",5.40,5.45,"1,560","24,250.00",130,177.05,177.50,260,-37.05,177.20,15.44,"77,672","6,266","9,890",
,"1,94,779","71,567","23,01,892",10.36,2.85,-13.50,"62,140",2.85,2.90,"2,52,850","24,300.00",130,224.35,225.00,65,-32.90,224.85,17.39,"88,389","12,701","25,467",
,"84,908","48,582","14,28,317",11.06,1.65,-10.35,"12,49,950",1.60,1.65,"7,97,615","24,350.00",975,272.00,273.00,325,-32.50,274.00,19.78,"12,492","1,655","3,192",
,"1,60,380","14,563","10,12,903",12.19,1.15,-8.00,"19,87,960",1.15,1.20,"15,77,810","24,400.00",65,322.45,323.55,325,-29.80,322.70,21.93,"16,594","2,546","9,955",
,"45,097","6,039","3,49,397",13.36,0.85,-6.00,"24,46,795",0.85,0.90,"3,32,215","24,450.00",65,371.15,371.80,65,-28.05,371.50,23.06,"1,686",289,"1,137",
,"2,19,805","47,966","8,95,892",14.64,0.75,-4.75,"42,50,090",0.75,0.80,"38,82,450","24,500.00",65,420.20,421.60,65,-28.20,420.30,25.82,"12,330",-97,"25,421",
,"49,844","20,666","3,29,900",15.83,0.75,-3.50,"12,07,830",0.75,0.80,"11,12,930","24,550.00",130,470.35,473.05,195,-29.90,469.75,27.56,527,169,545,
,"99,253","36,617","4,47,903",17.10,0.65,-2.75,"34,47,145",0.60,0.65,"28,95,945","24,600.00",65,521.30,522.85,130,-22.25,518.00,30.19,"7,676","1,414","13,850",
,"46,000","18,343","2,18,454",18.51,0.65,-2.25,"14,34,355",0.60,0.65,"18,63,355","24,650.00",65,571.00,574.15,130,-26.00,565.15,32.31,"1,296",531,840,
,"77,211","16,341","3,20,453",19.71,0.55,-1.80,"21,75,355",0.55,0.60,"28,94,125","24,700.00",65,620.50,622.70,65,-17.25,618.30,33.20,"1,210",-289,"1,806",
,"39,282","11,096","1,92,069",21.08,0.55,-1.40,"10,87,060",0.55,0.60,"12,15,825","24,750.00",130,669.55,674.95,195,-34.80,666.75,33.47,47,-6,230,
,"80,664","18,229","2,30,878",21.95,0.55,-1.20,"17,20,225",0.50,0.55,"15,62,340","24,800.00",65,721.00,724.20,130,-17.35,718.20,35.46,376,-95,"2,308",
,"20,790","3,692","76,591",23.55,0.50,-1.00,"5,83,960",0.50,0.55,"7,44,250","24,850.00",65,768.60,775.75,65,-15.95,785.00,39.09,145,-1,180,
,"37,356",308,"1,27,790",24.59,0.50,-0.90,"10,10,490",0.50,0.55,"17,46,875","24,900.00",65,821.05,825.10,65,-30.65,815.40,41.16,105,-12,941,
,"24,236","7,556","92,929",25.90,0.45,-0.80,"5,69,530",0.45,0.50,"3,97,800","24,950.00",195,866.30,874.70,195,-16.05,880.60,49.59,17,-4,79,
,"1,73,501","-13,910","4,44,997",27.19,0.50,-0.75,"28,17,360",0.45,0.50,"17,29,195","25,000.00",130,920.80,925.30,65,-24.70,924.10,43.37,"3,253","-1,030","12,040",
,"21,378","4,585","56,437",28.14,0.40,-0.70,"5,87,015",0.40,0.45,"5,62,770","25,050.00",65,937.25,978.55,65,-241.60,988.40,49.02,23,6,38,
,"32,656","-5,803","84,240",29.40,0.40,-0.65,"9,68,500",0.40,0.45,"10,36,815","25,100.00",65,"1,018.00","1,025.95",260,-35.65,"1,027.95",47.55,43,-18,695,
,"15,553","-2,602","32,549",31.03,0.40,-0.60,"4,24,775",0.40,0.45,"3,63,350","25,150.00",65,"1,036.45","1,082.90",65,-55.95,"1,098.70",58.93,4,1,9,
,"43,607","-9,274","84,765",31.91,0.40,-0.55,"14,17,260",0.40,0.45,"14,70,755","25,200.00",65,"1,116.30","1,125.90",130,-21.30,"1,130.00",55.41,70,-33,504,
,"15,151","-1,052","28,057",33.16,0.40,-0.50,"2,51,940",0.40,0.45,"1,62,890","25,250.00",65,"1,136.10","1,181.25",130,-81.10,"1,200.15",63.74,4,1,25,
,"29,882","-7,140","64,222",34.40,0.40,-0.50,"13,38,090",0.35,0.40,"3,75,505","25,300.00",65,"1,220.75","1,227.40",65,-26.70,"1,236.50",57.05,231,-91,365,
,"5,013","-1,740","8,768",35.17,0.40,-0.40,"39,910",0.40,0.45,"82,030","25,350.00",65,"1,229.45","1,294.35",65,-71.35,"1,300.00",67.64,3,-,5,
,"13,102","-4,260","14,693",36.38,0.40,-0.35,"7,67,065",0.35,0.40,"2,67,865","25,400.00",65,"1,320.65","1,327.60",325,-34.50,"1,331.00",68.43,32,-8,121,
,"6,646",-244,"4,731",37.58,0.35,-0.45,"1,86,940",0.30,0.35,"37,505","25,450.00",390,"1,324.65","1,403.70","1,820",-,-,64.45,-,-,7,
,"81,261","-12,406","1,02,748",38.78,0.40,-0.35,"16,82,525",0.35,0.40,"14,51,580","25,500.00",65,"1,422.55","1,426.50",130,-32.85,"1,420.00",65.32,856,-98,"9,386",
,"4,224",597,"17,776",39.98,0.35,-0.35,"96,980",0.35,0.40,"72,800","25,550.00",65,"1,441.95","1,490.85",65,-70.00,"1,500.00",75.43,5,-1,12,
,"11,397","-2,008","17,172",41.16,0.35,-0.30,"2,11,900",0.35,0.40,"1,81,870","25,600.00",65,"1,515.95","1,567.80","1,365",-41.40,"1,521.00",59.98,62,-43,112,
,"1,967",-420,"2,487",41.75,0.35,-0.35,"24,505",0.35,0.45,"18,200","25,650.00",65,"1,496.75","1,585.15",65,-58.00,"1,600.00",79.24,2,-,7,
,"5,689","-1,033","7,916",42.91,0.30,-0.30,"1,56,065",0.30,0.35,"1,11,540","25,700.00",65,"1,620.00","1,624.35",65,-39.10,"1,620.40",69.42,46,-30,72,
,"1,390",-187,"1,365",44.69,0.40,-0.25,"38,935",0.35,0.40,"7,150","25,750.00",65,"1,663.00","1,704.35",260,-,-,119.12,-,-,11,
,"5,597","-2,930","15,536",45.86,0.35,-0.25,"1,43,780",0.35,0.40,"3,57,500","25,800.00",65,"1,680.10","1,756.95",325,-22.45,"1,745.00",81.47,53,-23,103,
,"2,957",330,"4,640",47.61,0.35,-0.35,"73,775",0.35,0.40,"41,210","25,850.00",65,"1,762.25","1,802.65",65,-,-,94.52,-,-,20,
,"3,870",-678,"7,178",48.18,0.35,-0.25,"2,60,780",0.30,0.35,"54,860","25,900.00","1,755","1,710.30","1,849.55",65,21.85,"1,851.00",89.20,11,-4,34,
,"1,522",-116,"1,867",49.94,0.35,-0.20,"40,625",0.35,0.40,"12,480","25,950.00",65,"1,847.35","1,903.05",65,-,-,111.09,-,-,10,
,"42,638","-3,399","35,735",50.48,0.35,-0.25,"6,36,090",0.35,0.40,"4,82,365","26,000.00",65,"1,921.80","1,928.00",130,-31.10,"1,925.00",84.60,"2,469",-66,"11,817",
,"1,371",614,"1,750",51.62,0.40,-0.15,"15,730",0.35,0.40,"12,025","26,050.00",65,"1,945.35","2,002.95",65,-,-,110.28,-,-,11,
,"1,817",169,"3,767",52.04,0.40,-0.20,"63,635",0.35,0.40,"28,600","26,100.00",65,"1,992.25","2,045.10",195,-9.75,"2,039.80",88.01,14,-5,85,
,"1,526",606,"3,193",53.89,0.40,-0.15,"16,445",0.35,0.40,"6,890","26,150.00",65,"2,044.15","2,142.60","1,690",-,-,15.48,-,-,8,
,"4,018","-1,279","10,104",54.28,0.25,-0.30,"69,940",0.25,0.30,"32,500","26,200.00",65,"2,117.35","2,128.45",65,18.05,"2,155.85",103.33,164,-3,834,
,446,67,550,56.15,0.35,-0.10,"3,575",0.30,0.40,585,"26,250.00",65,"2,148.30","2,206.10",130,-,-,13.40,-,-,4,
,"1,864",-551,"4,195",57.27,0.35,-0.15,"25,090",0.35,0.40,"33,735","26,300.00",65,"2,216.30","2,230.15",65,45.85,"2,243.70",121.72,89,-66,223,
,854,471,"7,046",57.61,0.30,-0.10,"14,300",0.30,0.40,"14,560","26,350.00",65,"2,235.50","2,302.10",65,-264.35,"2,290.00",84.80,2,-1,13,
,"1,005",-26,"2,293",59.50,0.30,-0.20,"14,170",0.30,0.35,"16,965","26,400.00",130,"2,321.00","2,335.45",260,-35.70,"2,321.85",109.64,4,-,121,
,"1,082",327,"1,221",59.80,0.35,-0.10,"11,375",0.30,0.35,"7,215","26,450.00",65,"2,349.70","2,411.15",65,-,-,-,-,-,4,
,"11,825","-1,215","9,691",60.90,0.25,-0.15,"2,42,125",0.25,0.30,"79,950","26,500.00",65,"2,423.30","2,429.10",195,-29.25,"2,424.15",100.72,256,-,"3,200",
,534,187,718,62.82,0.35,-0.05,650,0.30,0.35,65,"26,550.00",65,"2,325.70","2,602.05",65,-,-,-,-,-,4,
,809,-404,"2,284",63.91,0.35,-,"3,575",0.30,0.35,"1,365","26,600.00",260,"2,469.60","2,535.05",65,-88.55,"2,545.45",109.57,17,-,26,
,770,43,"1,190",65.01,0.30,-0.05,"3,575",0.30,0.35,65,"26,650.00",65,"2,443.15","2,627.75","1,690",-,-,-,-,-,2,
,"1,185",112,"2,246",65.23,0.30,-0.05,"42,770",0.25,0.30,"13,715","26,700.00",65,"2,567.35","2,645.00",65,-115.45,"2,620.05",99.28,6,-1,41,
,276,49,369,67.19,0.35,-,"2,275",0.25,0.35,"7,865","26,750.00",65,"2,557.25","2,723.00",65,-,-,-,-,-,2,
,779,-103,"1,088",68.27,0.30,-0.05,"2,730",0.30,0.35,"1,105","26,800.00",65,"2,704.25","2,765.30",65,19.15,"2,735.55",96.32,29,-19,39,
,587,-118,"1,081",67.41,0.25,-0.15,"2,275",0.25,0.35,910,"26,850.00",65,"2,730.50","2,832.55",65,-,-,-,-,-,3,
,691,-90,"1,332",70.42,0.35,-,"4,355",0.30,0.35,"1,755","26,900.00",65,"2,791.50","2,882.40",65,-,-,50.69,-,-,2,
,673,-65,731,70.57,0.30,-0.15,"2,925",0.30,0.40,"4,355","26,950.00",65,"2,849.45","2,946.60","1,690",-,-,-,-,-,1,
,"13,656",161,"12,468",71.62,0.30,-0.10,"1,77,775",0.25,0.30,"1,39,750","27,000.00",65,"2,923.85","2,930.20",65,-33.00,"2,923.50",117.29,574,-255,"4,550",
,650,-44,760,73.63,0.35,-0.05,"2,990",0.30,0.40,"3,380","27,050.00",65,"2,852.60","3,069.25","1,690",-,-,-,-,-,1,
,"1,258",165,"1,726",72.63,0.20,-0.20,"16,380",0.20,0.25,"10,010","27,100.00","1,755","2,789.60","3,069.25",65,5.00,"3,080.00",150.57,1,-,43,
,660,79,408,73.66,0.25,-0.15,"2,600",0.25,0.35,"3,250","27,150.00",65,"3,037.00","3,151.25","1,690",-,-,-,-,-,1,
,"3,470",7,"3,916",75.82,0.25,-0.10,"2,12,420",0.20,0.25,"36,140","27,200.00",65,"3,115.30","3,149.00",65,-23.20,"3,135.00",117.43,33,-4,81,
,"3,585","-1,264","8,084",75.72,0.25,-0.25,"84,110",0.20,0.25,"2,860","27,250.00",65,"3,155.00","3,208.25",65,-,-,-,-,-,96,
